id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr,,,,
12295,10793,13,9183,60,1360,-47,20200503,250,0,0,0,,,,
12296,10801,8,9217,34,1332,-28,20200504,252,2,0,0,,,,
12297,10804,3,9283,66,1267,-65,20200505,254,2,0,0,,,,
12298,10806,2,9333,50,1218,-49,20200506,255,1,0,0,,,,
12299,10810,4,9419,86,1135,-83,20200507,256,1,0,0,,,,
12300,10822,12,9484,65,1082,-53,20200508,256,0,0,0,,,,
12301,10840,18,9568,84,1016,-66,20200509,256,0,0,0,,,,
12302,10874,34,9610,42,1008,-8,20200510,256,0,0,0,,,,
12303,10909,35,9610,0,1043,35,20200511,256,0,0,0,,,,
12304,10936,27,9670,60,1008,-35,20200512,258,2,0,0,,,,
12305,10962,26,9695,25,1008,0,20200513,259,1,0,0,,,,
12306,10991,29,9695,0,1036,28,20200514,260,1,0,0,,,,
12307,11037,46,9851,156,924,-112,20200515,262,2,0,0,,,,
12308,11037,0,9851,0,924,0,20200516,262,0,0,0,,,,
12309,11050,13,9888,37,900,-24,20200517,262,0,0,0,,,,
12310,11065,15,9904,16,898,-2,20200518,263,1,0,0,,,,
12311,11078,13,9938,34,877,-21,20200519,263,0,0,0,,,,
12312,11110,32,10066,128,781,-96,20200520,263,0,0,0,,,,
12313,11122,12,10135,69,723,-58,20200521,264,1,0,0,,,,
12314,11142,20,10162,27,716,-7,20200522,264,0,0,0,,,,
12315,11165,23,10194,32,705,-11,20200523,266,2,0,0,,,,
12316,11190,25,10194,0,730,25,20200524,266,0,0,0,,,,
12317,11206,16,10226,32,713,-17,20200525,267,1,0,0,,,,
12318,11225,19,10275,49,681,-32,20200526,269,2,0,0,,,,
12319,11265,40,10275,0,721,40,20200527,269,0,0,0,,,,
12320,11344,79,10340,65,735,14,20200528,269,0,0,0,,,,
12321,11402,58,10363,23,770,35,20200529,269,0,0,0,,,,
12322,11441,39,10398,35,774,4,20200530,269,0,0,0,,,,
12323,11468,27,10405,7,793,19,20200531,270,1,0,0,,,,
12324,11503,35,10422,17,810,17,20200601,271,1,0,0,,,,
12325,11541,38,10446,24,823,13,20200602,272,1,0,0,,,,
12326,11590,49,10446,0,871,48,20200603,273,1,0,0,,,,
12327,11629,39,10499,53,857,-14,20200604,273,0,0,0,,,,
12328,11668,39,10499,0,896,39,20200605,273,0,0,0,,,,
12329,11719,51,10499,0,947,51,20200606,273,0,0,0,,,,
12330,11776,57,10552,53,951,4,20200607,273,0,0,0,,,,
12331,11814,38,10552,0,989,38,20200608,273,0,0,0,,,,
12332,11852,38,10589,37,989,0,20200609,274,1,0,0,,,,
12333,11902,50,10611,22,1015,26,20200610,276,2,0,0,,,,
12334,11947,45,10611,0,1060,45,20200611,276,0,0,0,,,,
12335,12051,104,10691,80,1083,23,20200612,277,1,0,0,,,,
12336,12051,0,10691,0,1083,0,20200613,277,0,0,0,,,,
12337,12085,34,10718,27,1090,7,20200614,277,0,0,0,,,,
12338,12121,36,10730,12,1114,24,20200615,277,0,0,0,,,,
12339,12155,34,10760,30,1117,3,20200616,278,1,0,0,,,,
12340,12198,43,10774,14,1145,28,20200617,279,1,0,0,,,,
12341,12257,59,10800,26,1177,32,20200618,280,1,0,0,,,,
12342,12306,49,10800,0,1226,49,20200619,280,0,0,0,,,,
12343,12373,67,10856,56,1237,11,20200620,280,0,0,0,,,,
12344,12421,48,10868,12,1273,36,20200621,280,0,0,0,,,,
12345,12438,17,10881,13,1277,4,20200622,280,0,0,0,,,,
12346,12484,46,10908,27,1295,18,20200623,281,1,0,0,,,,
12347,12535,51,10930,22,1324,29,20200624,281,0,0,0,,,,
12348,12563,28,10974,44,1307,-17,20200625,282,1,0,0,,,,
12349,12602,39,11172,198,1148,-159,20200626,282,0,0,0,,,,
12350,12653,51,11317,145,1054,-94,20200627,282,0,0,0,,,,
12351,12715,62,11364,47,1069,15,20200628,282,0,0,0,,,,
12352,12757,42,11429,65,1046,-23,20200629,282,0,0,0,,,,
12353,12800,43,11537,108,981,-65,20200630,282,0,0,0,,,,
12354,12850,50,11613,76,955,-26,20200701,282,0,0,0,,,,
12355,12904,54,11684,71,938,-17,20200702,282,0,0,0,,,,
